1742315642.975842,0.0,0.0,-0.0,0.0
1742315642.983347,0.0,0.0,-0.0,0.0
1742315642.991437,0.0,0.0,-0.0,0.0
1742315642.998233,0.0,0.0,-0.0,0.0
1742315643.01011,0.0,0.0,-0.0,0.0
1742315643.017026,0.0,0.0,-0.0,0.0
1742315643.026525,0.0,0.0,-0.0,0.0
1742315643.0329149,0.0,0.0,-0.0,0.0
1742315643.0392032,0.0,0.0,-0.0,0.0
1742315643.0462332,0.0,0.0,-0.0,0.0
1742315643.052974,0.0,0.0,-0.0,0.0
1742315643.059816,0.0,0.0,-0.0,0.0
1742315643.066797,0.0,0.0,-0.0,0.0
1742315643.073985,0.0,0.0,-0.0,0.0
1742315643.0804942,0.0,0.0,-0.0,0.0
1742315643.08798,0.0,0.0,-0.0,0.0
1742315643.095618,0.0,0.0,-0.0,0.0
1742315643.10237,0.0,0.0,-0.0,0.0
1742315643.109261,0.0,0.0,-0.0,0.0
1742315643.1176362,0.0,0.0,-0.0,0.0
1742315643.1248908,0.0,0.0,-0.0,0.0
1742315643.131689,0.0,0.0,-0.0,0.0
1742315643.138001,0.0,0.0,-0.0,0.0
1742315643.14428,0.0,0.0,-0.0,0.0
1742315643.150878,0.0,0.0,-0.0,0.0
1742315643.158338,0.0,0.0,-0.0,0.0
1742315643.164717,0.0,0.0,-0.0,0.0
1742315643.171097,0.0,0.0,-0.0,0.0
1742315643.1773021,0.0,0.0,-0.0,0.0
1742315643.1844559,0.0,0.0,-0.0,0.0
1742315643.1915789,0.0,0.0,-0.0,0.0
1742315643.199431,0.0,0.0,-0.0,0.0
1742315643.2067251,0.0,0.0,-0.0,0.0
1742315643.213474,0.0,0.0,-0.0,0.0
1742315643.2201228,0.0,0.0,-0.0,0.0
1742315643.227037,0.0,0.0,-0.0,0.0
1742315643.233439,0.0,0.0,-0.0,0.0
1742315643.239775,0.0,0.0,-0.0,0.0
1742315643.246623,0.0,0.0,-0.0,0.0
1742315643.2534862,0.0,0.0,-0.0,0.0
1742315643.2598588,0.0,0.0,-0.0,0.0
1742315643.266312,0.0,0.0,-0.0,0.0
1742315643.2735841,0.0,0.0,-0.0,0.0
1742315643.280082,0.0,0.0,-0.0,0.0
1742315643.2873979,0.0,0.0,-0.0,0.0
1742315643.294064,0.0,0.0,-0.0,0.0
1742315643.301454,0.0,0.0,-0.0,0.0
1742315643.308374,0.0,0.0,-0.0,0.0
1742315643.315665,0.0,0.0,-0.0,0.0
1742315643.3219478,0.0,0.0,-0.0,0.0
1742315643.328214,0.0,0.0,-0.0,0.0
1742315643.3360798,0.0,0.0,-0.0,0.0
1742315643.343657,0.0,0.0,-0.0,0.0
1742315643.350991,0.0,0.0,-0.0,0.0
1742315643.359137,0.0,0.0,-0.0,0.0
1742315643.366505,0.0,0.0,-0.0,0.0
1742315643.37261,0.0,0.0,-0.0,0.0
1742315643.378689,0.0,0.0,-0.0,0.0
1742315643.384913,0.0,0.0,-0.0,0.0
1742315643.392128,0.0,0.0,-0.0,0.0
1742315643.399015,0.0,0.0,-0.0,0.0
1742315643.406133,0.0,0.0,-0.0,0.0
1742315643.412877,0.0,0.0,-0.0,0.0
1742315643.419738,0.0,0.0,-0.0,0.0
1742315643.426295,0.0,0.0,-0.0,0.0
1742315643.432619,0.0,0.0,-0.0,0.0
1742315643.4396732,0.0,0.0,-0.0,0.0
1742315643.446517,0.0,0.0,-0.0,0.0
1742315643.4532301,0.0,0.0,-0.0,0.0
1742315643.459445,0.0,0.0,-0.0,0.0
1742315643.466503,0.0,0.0,-0.0,0.0
1742315643.473023,0.0,0.0,-0.0,0.0
1742315643.479873,0.0,0.0,-0.0,0.0
1742315643.486499,0.0,0.0,-0.0,0.0
1742315643.493367,0.0,0.0,-0.0,0.0
1742315643.500556,0.0,0.0,-0.0,0.0
1742315643.508238,0.0,0.0,-0.0,0.0
1742315643.51545,0.0,0.0,-0.0,0.0
1742315643.5229461,0.0,0.0,-0.0,0.0
1742315643.5300941,0.0,0.0,-0.0,0.0
1742315643.5373352,0.0,0.0,-0.0,0.0
1742315643.544117,0.0,0.0,-0.0,0.0
1742315643.5505269,0.0,0.0,-0.0,0.0
1742315643.5572228,0.0,0.0,-0.0,0.0
1742315643.563772,0.0,0.0,-0.0,0.0
1742315643.570082,0.0,0.0,-0.0,0.0
1742315643.576326,0.0,0.0,-0.0,0.0
1742315643.5841339,0.0,0.0,-0.0,0.0
